Job Title,Industry,Job Status,AI Impact Level,Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%),Median Salary (USD)
Firefighter,Transportation,Decreasing,Low,Bachelor’s Degree,14,5569,329,92.87,1.22,India,34.57,42410.47
"Designer, industrial/product",IT,Decreasing,Low,Bachelor’s Degree,13,8929,7207,98.61,42.74,Australia,44.62,128828.73
Advertising art director,Healthcare,Decreasing,High,High School,6,6708,1187,38.93,68.14,China,26.37,67024.0
Illustrator,Education,Increasing,Low,Bachelor’s Degree,20,3094,8734,8.7,70.68,Germany,74.74,101067.37
"Scientist, clinical (histocompatibility and immunogenetics)",IT,Decreasing,Moderate,Master’s Degree,16,3265,4311,9.3,72.06,India,47.7,57720.55
Training and development officer,IT,Decreasing,Moderate,Bachelor’s Degree,20,7790,2195,67.62,78.65,UK,72.09,44565.28
Engineering geologist,Healthcare,Decreasing,High,Bachelor’s Degree,0,8075,3519,98.53,3.62,Canada,23.71,34242.51
Broadcast engineer,Finance,Decreasing,High,High School,11,928,5358,58.06,9.94,China,21.66,55250.23
Furniture conservator/restorer,Finance,Increasing,Moderate,Bachelor’s Degree,3,8563,213,41.08,73.04,Germany,76.24,61559.85
Science writer,Manufacturing,Increasing,Low,Master’s Degree,5,5083,4518,50.43,4.54,Canada,23.94,92273.41
Recruitment consultant,Entertainment,Decreasing,High,Bachelor’s Degree,10,3300,4044,29.35,73.86,Australia,53.67,83515.36
Patent examiner,Healthcare,Increasing,Moderate,Associate Degree,12,3964,231,13.05,2.38,India,72.08,148105.22
Furniture conservator/restorer,Entertainment,Decreasing,Moderate,PhD,11,1116,9526,19.52,36.83,UK,64.88,69747.35
Visual merchandiser,Finance,Increasing,Moderate,Associate Degree,4,5729,9979,67.8,47.37,Australia,54.33,67098.02
Marine scientist,IT,Increasing,Low,PhD,6,3420,7206,34.59,88.2,USA,58.46,47805.54
"Scientist, research (life sciences)",Manufacturing,Increasing,Moderate,Master’s Degree,17,2102,7469,53.19,30.67,China,74.4,120434.46
"Research officer, trade union",IT,Increasing,Moderate,Associate Degree,8,600,8446,14.74,2.41,UK,43.03,65805.8
Agricultural engineer,Retail,Decreasing,Low,Master’s Degree,2,1431,614,47.6,16.63,Germany,66.4,126669.23
Building services engineer,Retail,Decreasing,Low,Master’s Degree,8,9708,270,43.47,61.18,Brazil,72.35,111416.82
Telecommunications researcher,IT,Decreasing,Low,PhD,18,4668,4676,74.5,55.03,UK,26.63,85638.6
Chemical engineer,Entertainment,Increasing,Moderate,PhD,12,3243,2458,84.95,50.94,Australia,75.86,123246.06
Sub,Transportation,Decreasing,Low,PhD,0,7451,8733,94.99,84.22,Brazil,39.15,45776.18
Applications developer,Transportation,Decreasing,High,Bachelor’s Degree,16,6351,3982,1.81,80.19,Brazil,54.87,145423.47
Financial controller,Entertainment,Decreasing,Low,Master’s Degree,8,1386,2113,99.59,16.08,China,66.32,137729.91
Museum/gallery exhibitions officer,Education,Decreasing,High,Associate Degree,7,5495,8489,93.45,85.59,Australia,79.84,72464.41
"Research officer, political party",Retail,Decreasing,High,Bachelor’s Degree,3,367,5553,22.06,98.47,Germany,75.04,37873.07
"Surveyor, hydrographic",IT,Increasing,Moderate,Bachelor’s Degree,18,2292,7753,48.82,36.53,China,25.45,134865.53
IT technical support officer,Healthcare,Increasing,High,PhD,17,9759,3307,90.56,7.73,Canada,21.2,93638.45
Aid worker,IT,Increasing,High,Bachelor’s Degree,3,9480,7096,96.22,20.69,Canada,23.03,65837.11
Phytotherapist,Education,Decreasing,High,Bachelor’s Degree,0,4548,2996,19.98,1.75,Brazil,51.48,36954.01
Podiatrist,Education,Increasing,High,Associate Degree,0,8807,2020,34.75,31.58,Germany,26.66,77585.49
Amenity horticulturist,Entertainment,Increasing,High,Bachelor’s Degree,17,873,7822,30.16,78.83,UK,28.71,112460.84
"Scientist, product/process development",Manufacturing,Decreasing,High,High School,18,8621,1008,42.53,39.13,Brazil,65.99,142200.55
"Optician, dispensing",Education,Increasing,Moderate,High School,13,8597,763,43.84,4.68,UK,46.1,124525.17
Medical sales representative,Transportation,Increasing,Low,Master’s Degree,1,5217,3311,25.31,14.65,Germany,78.82,133050.83
Actor,Retail,Increasing,Low,High School,17,4975,5434,71.49,43.04,China,72.39,145995.21
Aeronautical engineer,Entertainment,Increasing,Moderate,Associate Degree,4,3039,9651,71.25,29.88,India,35.2,104050.86
Chartered public finance accountant,Finance,Increasing,High,High School,16,8679,5405,44.86,10.89,Canada,78.89,99900.0
IT technical support officer,Manufacturing,Decreasing,Low,PhD,8,6896,4418,7.93,5.04,USA,71.38,40556.19
Commissioning editor,Education,Decreasing,High,Associate Degree,15,3736,6095,44.51,48.34,India,36.71,141878.73
Immigration officer,Healthcare,Increasing,High,Bachelor’s Degree,0,5411,9075,1.2,15.49,India,36.27,49352.26
Marine scientist,Finance,Decreasing,High,Master’s Degree,2,7558,3968,72.38,15.41,China,32.66,105816.91
"Biochemist, clinical",Education,Decreasing,High,Master’s Degree,4,9393,4390,20.01,11.42,Canada,66.95,133977.7
Quality manager,Healthcare,Decreasing,Low,PhD,3,588,4964,13.95,65.11,India,71.41,46159.5
Firefighter,Healthcare,Increasing,High,High School,13,1189,3715,26.65,59.61,Canada,59.98,123438.01
"Scientist, biomedical",IT,Decreasing,Low,Master’s Degree,19,6644,6824,39.15,12.68,Canada,64.91,93477.36
"Administrator, sports",Healthcare,Increasing,High,PhD,1,4179,9147,13.05,34.75,UK,61.16,130810.46
Barista,Transportation,Increasing,Low,Bachelor’s Degree,4,847,7326,18.28,14.98,Brazil,46.38,49944.71
Product designer,IT,Decreasing,Moderate,Master’s Degree,13,2190,7899,82.59,11.7,UK,51.0,133423.92
Hydrologist,Manufacturing,Decreasing,Low,High School,16,7685,8938,32.72,54.48,Australia,39.59,85029.9
Magazine journalist,Healthcare,Increasing,Moderate,PhD,0,5080,950,72.37,44.66,Australia,71.46,75347.25
"Engineer, materials",Finance,Increasing,Moderate,Bachelor’s Degree,12,4614,8869,82.22,63.9,Germany,52.14,104275.25
Software engineer,Retail,Increasing,High,High School,5,724,760,57.26,11.21,Germany,75.53,122263.8
"Surveyor, building",Finance,Increasing,Low,Master’s Degree,14,8041,1415,95.67,72.82,USA,73.06,66327.42
Market researcher,Education,Decreasing,High,Master’s Degree,12,6060,8751,55.38,46.25,India,72.27,35662.14
Science writer,Healthcare,Increasing,Moderate,PhD,13,4557,9547,82.94,78.1,Australia,56.54,79626.84
Energy manager,Manufacturing,Decreasing,Low,High School,7,6901,7028,40.96,77.31,USA,47.51,95502.74
Medical illustrator,Entertainment,Increasing,Moderate,Master’s Degree,8,5355,8877,38.59,93.32,Canada,35.15,34379.3
"Biochemist, clinical",Manufacturing,Decreasing,Low,Bachelor’s Degree,16,3193,5740,29.79,70.68,USA,24.91,121884.66
Media planner,Entertainment,Decreasing,Moderate,PhD,3,4719,2855,75.29,90.49,USA,32.61,125530.26
Charity fundraiser,Healthcare,Increasing,Low,High School,16,9443,9890,98.38,21.37,USA,56.82,102152.37
Regulatory affairs officer,Entertainment,Decreasing,Moderate,Associate Degree,12,862,6722,2.73,94.79,USA,47.37,92940.37
"Engineer, water",Finance,Increasing,Moderate,Associate Degree,18,3556,7214,26.62,26.82,UK,42.25,46129.32
Patent attorney,Finance,Decreasing,High,High School,1,3943,2135,1.31,48.73,UK,54.46,139084.93
Printmaker,Transportation,Decreasing,Low,Bachelor’s Degree,8,1303,7118,79.54,80.29,Australia,48.91,82701.42
Illustrator,Education,Decreasing,Moderate,Master’s Degree,18,4546,2970,1.3,10.28,Australia,57.57,123093.45
IT consultant,IT,Decreasing,Low,High School,13,1583,7793,95.07,75.75,Brazil,59.17,80353.66
Farm manager,Education,Increasing,High,Bachelor’s Degree,16,4605,5011,54.83,52.92,China,68.64,108776.68
Private music teacher,IT,Increasing,Moderate,High School,14,2202,218,67.41,14.67,Australia,55.3,42645.94
Records manager,Healthcare,Decreasing,High,High School,17,9789,5461,38.83,43.4,Brazil,74.03,95817.07
Garment/textile technologist,Healthcare,Increasing,Moderate,High School,19,3070,2149,70.66,33.76,USA,70.73,44861.02
"Lighting technician, broadcasting/film/video",Entertainment,Decreasing,High,High School,15,9801,1974,0.99,68.35,Australia,34.55,111315.01
Clinical molecular geneticist,Education,Increasing,Low,Master’s Degree,0,6221,2968,81.64,72.66,Germany,42.24,122879.18
Optometrist,Manufacturing,Increasing,Low,Bachelor’s Degree,16,8909,4960,21.13,21.16,USA,79.58,92533.09
Social worker,Transportation,Decreasing,High,PhD,1,3468,3544,24.29,80.95,China,25.8,84615.88
Higher education careers adviser,Retail,Decreasing,Low,Associate Degree,12,2940,4875,12.24,10.51,Australia,42.38,99917.66
"Production designer, theatre/television/film",Education,Decreasing,High,Master’s Degree,18,8483,7514,30.97,56.06,India,30.08,90414.94
"Engineer, building services",Healthcare,Increasing,Moderate,High School,13,415,4070,21.51,67.75,Canada,27.1,36572.94
Maintenance engineer,Manufacturing,Decreasing,High,Bachelor’s Degree,9,3556,8951,94.85,70.59,UK,27.64,42504.56
"Pilot, airline",Entertainment,Increasing,Moderate,Master’s Degree,20,953,8682,1.93,59.39,India,39.32,65664.95
Further education lecturer,Education,Increasing,High,Bachelor’s Degree,2,2770,2178,67.3,23.84,Australia,68.97,76947.37
Commercial/residential surveyor,Finance,Decreasing,High,Bachelor’s Degree,0,5963,9972,10.77,24.44,Brazil,52.79,75362.92
Environmental health practitioner,Education,Increasing,High,Master’s Degree,16,2369,3600,75.73,79.25,Australia,30.84,75645.02
Patent attorney,Entertainment,Increasing,Low,Associate Degree,6,4349,7845,79.38,46.33,China,31.97,97393.32
"Psychologist, occupational",Entertainment,Decreasing,Low,PhD,19,2352,2231,45.38,65.17,China,54.7,45387.98
Financial planner,Transportation,Increasing,High,High School,2,6494,4491,95.4,66.99,USA,77.75,99466.32
Games developer,Finance,Increasing,Moderate,Associate Degree,2,1060,2836,86.83,82.69,Australia,56.66,147999.53
Animator,Finance,Decreasing,Moderate,Associate Degree,0,7541,5786,51.34,80.15,Australia,75.25,76048.19
"Psychologist, occupational",Manufacturing,Decreasing,Moderate,PhD,6,7669,727,58.73,43.54,China,38.72,108260.27
"Designer, textile",Retail,Increasing,Low,Associate Degree,3,8076,6004,91.61,50.37,Germany,35.94,141641.82
Education administrator,Transportation,Decreasing,Low,Bachelor’s Degree,0,398,4399,9.16,35.6,Canada,42.24,139870.82
Air traffic controller,Education,Increasing,Low,Associate Degree,6,9785,1236,96.24,79.78,USA,74.67,69701.34
Animal nutritionist,Manufacturing,Decreasing,Moderate,Master’s Degree,0,5363,8611,94.6,58.66,USA,53.15,106355.73
Sales promotion account executive,Healthcare,Decreasing,Moderate,Master’s Degree,8,8928,3101,65.32,11.18,India,33.36,33384.06
Building control surveyor,Finance,Decreasing,Moderate,High School,6,1658,5712,40.48,64.14,Brazil,63.44,95629.15
Press sub,Healthcare,Decreasing,High,PhD,16,2072,8059,11.1,42.72,India,66.05,66381.33
"Psychologist, prison and probation services",Education,Decreasing,Low,High School,3,3287,3117,82.56,48.87,USA,53.36,149205.09
"Loss adjuster, chartered",Retail,Decreasing,High,Master’s Degree,0,1947,1542,69.42,40.7,Canada,75.94,129874.83
Insurance underwriter,Entertainment,Decreasing,Low,Master’s Degree,12,2503,5687,49.7,46.17,UK,64.41,116440.37
Theatre director,Retail,Decreasing,High,Associate Degree,16,6562,5553,40.37,45.08,China,33.82,119571.7
Community development worker,Finance,Increasing,High,Bachelor’s Degree,11,6712,3156,57.45,83.76,Canada,21.87,42809.31
Electronics engineer,Healthcare,Decreasing,High,PhD,3,7457,2501,88.47,21.2,China,51.78,84835.56
"Scientist, water quality",Manufacturing,Decreasing,Moderate,Associate Degree,12,8920,8211,73.47,17.77,China,39.08,57023.31
"Biochemist, clinical",Healthcare,Increasing,Low,Master’s Degree,17,2732,8497,78.88,58.41,Germany,34.24,144453.63
Biomedical engineer,Healthcare,Decreasing,Low,Master’s Degree,5,754,2849,60.64,53.64,USA,72.31,30398.13
Veterinary surgeon,Education,Increasing,Moderate,Master’s Degree,2,2236,5941,95.49,27.86,Australia,72.39,101355.9
Surgeon,Entertainment,Decreasing,High,Associate Degree,14,9421,878,40.83,80.07,Brazil,48.45,59875.57
Museum/gallery exhibitions officer,Education,Decreasing,Low,Associate Degree,20,1654,4129,97.41,18.18,Brazil,42.65,149247.72
"Psychotherapist, child",IT,Decreasing,Moderate,Master’s Degree,3,1617,2075,91.47,29.24,China,58.41,93784.26
Hydrogeologist,Transportation,Decreasing,Low,PhD,10,8685,9541,40.88,42.28,China,47.36,126027.8
Retail manager,Transportation,Decreasing,Low,Master’s Degree,12,6904,8016,71.11,99.63,UK,26.41,72220.59
Geophysical data processor,Retail,Decreasing,Moderate,Associate Degree,12,8084,552,39.21,59.19,China,76.06,51259.58
Chiropodist,Entertainment,Decreasing,High,Bachelor’s Degree,15,1720,2047,87.37,68.91,USA,65.75,98303.52
"Engineer, technical sales",Manufacturing,Increasing,Low,Bachelor’s Degree,7,7820,5197,52.95,89.89,USA,24.3,117221.3
Call centre manager,Retail,Decreasing,High,High School,5,2632,7622,74.24,16.88,India,56.81,55953.4
"Therapist, speech and language",Education,Increasing,High,High School,8,1826,6338,43.67,72.31,China,66.18,131193.32
"Radiographer, therapeutic",Healthcare,Increasing,Low,Master’s Degree,9,2304,5996,32.45,12.25,India,60.33,30329.02
Fisheries officer,Manufacturing,Decreasing,High,PhD,20,6163,6973,85.37,27.45,Germany,40.79,133868.36
"Teacher, adult education",Healthcare,Increasing,High,High School,1,9987,7380,32.99,31.48,Brazil,76.01,148510.35
International aid/development worker,Finance,Decreasing,High,Master’s Degree,0,3512,5647,96.65,24.32,Australia,55.33,87011.66
"Therapist, drama",Manufacturing,Increasing,High,High School,5,4831,7883,49.69,39.84,UK,55.04,72650.15
Farm manager,Transportation,Decreasing,Moderate,PhD,0,831,3151,52.88,52.19,India,36.45,36033.54
"Engineer, biomedical",Manufacturing,Decreasing,Low,Associate Degree,9,1261,3274,20.71,87.84,UK,47.18,96973.48
Applications developer,Transportation,Increasing,Moderate,Associate Degree,20,7498,5728,62.43,54.35,China,24.59,138264.99
Health and safety inspector,Education,Decreasing,Low,Associate Degree,20,2461,3892,5.71,19.64,Brazil,55.69,145197.44
Financial planner,Education,Decreasing,Moderate,PhD,15,3132,2399,77.42,90.39,USA,74.84,76146.95
Counselling psychologist,Manufacturing,Decreasing,Low,Bachelor’s Degree,15,8564,1208,51.08,48.68,Brazil,56.55,94831.13
Air cabin crew,Entertainment,Increasing,Moderate,High School,14,8789,6039,0.17,49.7,India,78.68,136083.99
Environmental manager,Retail,Increasing,Low,Master’s Degree,13,9068,5432,25.1,59.96,Australia,73.48,125084.04
Press sub,Education,Increasing,Moderate,High School,20,9648,6064,94.48,76.07,Canada,52.28,123678.05
Warden/ranger,Healthcare,Increasing,High,PhD,16,8538,9972,3.27,98.13,Canada,43.29,37598.13
"Psychologist, forensic",Education,Increasing,Moderate,High School,19,5066,1819,86.25,9.83,UK,34.72,147924.14
Structural engineer,Manufacturing,Increasing,Moderate,Master’s Degree,2,2965,8214,42.3,6.12,Germany,68.46,134807.2
Publishing rights manager,Healthcare,Increasing,Moderate,Bachelor’s Degree,12,1391,4554,74.7,83.72,Brazil,29.97,117202.4
Software engineer,Transportation,Increasing,Low,Master’s Degree,13,6228,4237,4.12,32.56,USA,26.79,80225.23
Insurance broker,IT,Increasing,High,PhD,3,9925,4229,93.52,68.14,Brazil,36.76,62758.16
Psychiatrist,Healthcare,Decreasing,Moderate,Bachelor’s Degree,8,7093,4871,8.99,56.13,Germany,20.71,68199.71
Conference centre manager,Retail,Decreasing,Low,Bachelor’s Degree,10,6814,5280,83.73,19.77,UK,61.61,88628.96
Educational psychologist,Transportation,Increasing,Moderate,Master’s Degree,16,3193,9763,5.15,91.79,UK,65.98,58662.02
Administrator,Finance,Increasing,Low,Associate Degree,9,2553,5905,32.1,7.17,Canada,52.84,125554.61
Air traffic controller,Education,Decreasing,Low,Associate Degree,15,4641,9126,81.72,72.96,Australia,36.06,70687.21
"Engineer, land",Entertainment,Decreasing,Low,PhD,0,5834,6708,94.32,35.38,USA,62.65,63551.08
"Education officer, environmental",Retail,Decreasing,Low,Associate Degree,15,7440,5983,35.31,43.8,Australia,72.51,89800.49
Midwife,Entertainment,Increasing,High,Bachelor’s Degree,10,7301,267,76.08,79.37,Germany,42.23,83956.45
Mechanical engineer,Education,Decreasing,Moderate,PhD,18,7268,3253,3.3,51.01,Canada,39.18,58079.73
Equality and diversity officer,Education,Increasing,Low,High School,14,6090,8646,77.27,51.91,China,45.48,109362.45
Outdoor activities/education manager,Healthcare,Decreasing,Moderate,High School,12,7932,360,3.93,46.67,Canada,58.87,90049.99
Educational psychologist,Healthcare,Increasing,Moderate,PhD,16,8385,7810,46.7,19.06,UK,49.75,96442.82
Environmental manager,Manufacturing,Increasing,Low,Associate Degree,14,2111,2143,47.0,33.43,USA,29.52,86482.83
Financial controller,Healthcare,Decreasing,Low,Master’s Degree,19,6461,2034,46.25,73.61,USA,39.79,113924.78
Clinical biochemist,Healthcare,Increasing,Moderate,Bachelor’s Degree,16,6957,1658,42.97,69.76,India,26.21,52882.82
Magazine journalist,IT,Decreasing,Low,High School,17,3506,2565,15.2,55.36,Canada,79.04,119687.88
Town planner,IT,Decreasing,High,Bachelor’s Degree,5,2989,2714,38.84,36.1,Canada,78.83,141792.0
"Librarian, public",Retail,Increasing,Moderate,PhD,8,7755,9581,76.6,29.9,Germany,21.61,77681.48
Advice worker,Manufacturing,Decreasing,Low,High School,10,6304,2767,45.52,76.77,China,33.89,84723.31
Systems developer,Finance,Increasing,High,Bachelor’s Degree,1,9712,5630,67.71,70.5,India,64.7,133844.36
"Sales professional, IT",Manufacturing,Increasing,Low,PhD,7,1070,4572,30.15,34.3,Brazil,69.25,144791.97
Occupational hygienist,Transportation,Increasing,Moderate,High School,14,1378,4998,88.56,48.82,UK,57.52,100734.87
Museum education officer,Retail,Decreasing,Low,Bachelor’s Degree,4,6004,3618,26.8,88.63,Canada,77.12,59306.28
Quantity surveyor,Healthcare,Decreasing,Moderate,Associate Degree,10,2507,8989,51.17,29.29,Germany,72.84,68263.29
Glass blower/designer,Education,Increasing,Low,Master’s Degree,7,522,272,5.92,12.77,Australia,52.17,79810.74
"Engineer, broadcasting (operations)",Education,Decreasing,Moderate,Associate Degree,4,2388,7003,86.88,16.5,China,66.31,118478.43
Seismic interpreter,Entertainment,Decreasing,Low,PhD,8,5951,1719,78.67,85.51,Germany,46.99,98060.2
Industrial/product designer,Entertainment,Decreasing,Moderate,PhD,20,4169,4956,12.69,41.95,UK,46.37,76656.53
Primary school teacher,Manufacturing,Decreasing,Low,Associate Degree,16,2455,7438,90.09,89.25,USA,56.83,64243.78
Tax inspector,Healthcare,Decreasing,High,Bachelor’s Degree,17,1873,1322,37.68,85.87,USA,41.68,116625.59
Geophysicist/field seismologist,Finance,Increasing,High,Master’s Degree,11,7583,8038,12.8,61.34,Canada,38.68,86986.79
"Engineer, biomedical",Finance,Increasing,Low,Associate Degree,6,9105,1959,98.17,96.07,Australia,24.22,133516.33
